page,date,description_raw,amount,balance,balance_ok,description_clean,statement_id,bank
1,2026-09-23,POS PURCHASE BOXER SUP PRETORIA 23 SEP,-1907.56,7429.11,True,boxer sup pretoria,STMT014,karoo
2,2026-09-23,POS PURCHASE WOOLWORTHS FOOD ANDERSON 9670*5939 23 SEP,-2381.14,5047.97,True,woolworths food anderson,STMT014,karoo
2,2026-09-24,DBT CRD GEICO AUTO,-725.55,4322.42,True,dbt crd geico auto,STMT014,karoo
2,2026-09-25,SALARY MOTSWEDI HOLDINGS,29100.0,33422.42,True,salary motswedi holdings,STMT014,karoo
2,2026-09-25,CARD PURCHASE RAND WATER PAYMEN MENLYN 6858*2459,-102.25,33320.17,True,rand water paymen menlyn,STMT014,karoo
2,2026-09-26,TRANSFER TO SAVINGS,-1300.0,32020.17,True,transfer savings,STMT014,karoo
2,2026-09-26,PIQUA SPAR EXPRESS 6572*8462,-635.5,31384.67,True,piqua spar express,STMT014,karoo
2,2026-09-27,CARD PURCHASE WITHDRWL PHILLIPS FOO JOHANNESBURG FEE,-176.03,31208.64,True,withdrwl phillips foo johannesburg fee,STMT014,karoo
2,2026-09-28,POS PURCHASE SANTANDER 3891*4512 28 SEP,-2326.53,28882.11,True,santander,STMT014,karoo
2,2026-09-30,MONTHLY ACCOUNT FEE,-65.0,28817.11,True,monthly account fee,STMT014,karoo
1,2026-08-01,POS PURCHASE ATM FEE,-47.42,26737.02,True,atm fee,STMT015,highveld
1,2026-08-01,CARD PURCHASE WOOLWORTHS RANDBURG,-465.14,26271.88,True,woolworths randburg,STMT015,highveld
1,2026-08-02,SWIF FOOD STOR PRETORIA 02 AUG,-230.37,26041.51,True,swif food stor pretoria,STMT015,highveld
1,2026-08-02,PROG SELECT INS INS PREM JOHANNESBURG 1915*8123 02 AUG,-983.68,25057.83,True,prog select ins ins prem johannesburg,STMT015,highveld
1,2026-08-03,POS PURCHASE SASOL HATFIELD 5293*1574 03 AUG,-388.6,24669.23,True,sasol hatfield,STMT015,highveld
1,2026-08-03,DATE DSTV CHULU COM BIL,-106.61,24562.62,True,date dstv chulu com bil,STMT015,highveld
1,2026-08-04,POS PURCHASE WAL CHECKERS SUPER HATFIELD,-34.46,24528.16,True,wal checkers super hatfield,STMT015,highveld
1,2026-08-04,CARD PURCHASE RACEWAY BUFORD HWY CENTURION,-363.7,24164.46,True,raceway buford hwy centurion,STMT015,highveld
1,2026-08-05,CARD PURCHASE WOOLWORTHS HACKENSACK,-171.72,23992.74,True,woolworths hackensack,STMT015,highveld
1,2026-08-05,POS PURCHASE PICK PAY ADAMSVILLE ROSEBANK,-400.86,23591.88,True,pick pay adamsville rosebank,STMT015,highveld
1,2026-08-05,DEBIT ORDER FRONTIER UTILITIES 3183*2685,-668.13,22923.75,True,frontier utilities,STMT015,highveld
1,2026-08-05,EFT PAYMENT VIRGIN ACTIVE MEMBERSHIP 1348*2801,-193.73,22730.02,True,virgin active membership,STMT015,highveld
1,2026-08-07,POS PURCHASE CHECKERS 4953*2187 07 AUG,-767.96,21962.06,True,checkers,STMT015,highveld
1,2026-08-08,ASTRON ENERGY MYRTLE BEACH 08 AUG,-1758.36,20203.7,True,astron energy myrtle beach,STMT015,highveld
1,2026-08-10,IC COSTCO INSTACAR,-708.08,19495.62,True,ic costco instacar,STMT015,highveld
1,2026-08-10,POS PURCHASE PATTERSON TOTALENERGIES PATTERSON 10 AUG,-402.69,19092.93,True,patterson totalenergies patterson,STMT015,highveld
1,2026-08-10,CARD PURCHASE CPENERGY ENTEX ENT DR POLOKWANE 2418*7287,-527.38,18565.55,True,cpenergy entex ent dr polokwane,STMT015,highveld
1,2026-08-11,EKURHULENI ELECTRICITY SERVICES LLC NEW ORLEANS,-1587.52,16978.03,True,ekurhuleni electricity services llc new orleans,STMT015,highveld
1,2026-08-11,CUMBERLAND FARMS HOLLYWOOD 6311*8670,-107.16,16870.87,True,cumberland farms hollywood,STMT015,highveld
1,2026-08-11,SASOL DURBAN 11 AUG,-312.66,16558.21,True,sasol durban,STMT015,highveld
1,2026-08-11,POS PURCHASE ROAD TRAC RO BLOEMFONTEIN,-85.34,16472.87,True,road trac ro bloemfontein,STMT015,highveld
1,2026-08-11,POS PURCHASE VIDA CAFFE 6210*3141,-62.34,16410.53,True,vida caffe,STMT015,highveld
1,2026-08-14,POS PURCHASE ATM FEE,-96.96,16313.57,True,atm fee,STMT015,highveld
1,2026-08-15,CARD PURCHASE BURGER TORRANCE 1302*1922 15 AUG,-160.15,16153.42,True,burger torrance,STMT015,highveld
1,2026-08-15,POS PURCHASE MONTHLY MAINTENANCE FEE 15 AUG,-117.06,16036.36,True,monthly maintenance fee,STMT015,highveld
1,2026-08-16,POS PURCHASE BMC GEORGIA POWE ELEPAY BMC GEORGIA POWER NORC,-1845.81,14190.55,True,bmc georgia powe elepay bmc georgia power norc,STMT015,highveld
1,2026-08-16,POS PURCHASE SCHOOL FEES DEPT EDUC SCHOOL FEES 7001*2604,-5343.48,8847.07,True,school fees dept educ school fees,STMT015,highveld
1,2026-08-16,CARD PURCHASE HARDEE 7805*8755 16 AUG,-389.63,8457.44,True,hardee,STMT015,highveld
1,2026-08-17,POS PURCHASE HY VEE NEWTON 2478*5036 17 AUG,-70.69,8386.75,True,hy vee newton,STMT015,highveld
1,2026-08-20,POS PURCHASE DSTV LOS GATOS 1811*5167,-210.08,8176.67,True,dstv los gatos,STMT015,highveld
1,2026-08-21,POS PURCHASE RD STREET MINI MART BETHLEHEM PADATE PRETORIA 1032*2903 21 AUG,-409.33,7767.34,True,rd street mini mart bethlehem padate pretoria,STMT015,highveld
1,2026-08-22,CARD PURCHASE WOOLWORTHS FOOD 5994*6085,-429.21,7338.13,True,woolworths food,STMT015,highveld
2,2026-08-23,POS PURCHASE SEI CASTLE ROCK JOHANNESBURG 3594*6468,-140.35,7197.78,True,sei castle rock johannesburg,STMT015,highveld
2,2026-08-23,POS PURCHASE SHELL SAUK CENTRE MNUS HATFIELD,-508.53,6689.25,True,shell sauk centre mnus hatfield,STMT015,highveld
2,2026-08-24,POS PURCHASE BOXER SUP 1116*1674 24 AUG,-842.78,5846.47,True,boxer sup,STMT015,highveld
2,2026-08-24,TOTALENERGIES RESTON,-427.25,5419.22,True,totalenergies reston,STMT015,highveld
2,2026-08-24,POS PURCHASE WOOLWORTHS HATFIELD,-379.57,5039.65,True,woolworths hatfield,STMT015,highveld
2,2026-08-25,SALARY ACACIA LOGISTICS,25900.0,30939.65,True,salary acacia logistics,STMT015,highveld
2,2026-08-26,TRANSFER TO SAVINGS,-1300.0,29639.65,True,transfer savings,STMT015,highveld
2,2026-08-26,POS PURCHASE DDA ROYAL FARMS KULPSVILLE ROSEBANK,-238.66,29400.99,True,dda royal farms kulpsville rosebank,STMT015,highveld
2,2026-08-27,PUBLIX PORT RICHEY 5423*1236 27 AUG,-356.66,29044.33,True,publix port richey,STMT015,highveld
2,2026-08-28,POS PURCHASE CHECKERS HYPER SUPER CENTGUNTERSVILLE ALUS CAPE TOWN 9271*2188,-1357.4,27686.93,True,checkers hyper super centguntersville alus cape town,STMT015,highveld
2,2026-08-29,BURLINGTON STORES AUSTIN 6549*5369,-255.47,27431.46,True,burlington stores austin,STMT015,highveld
2,2026-08-30,POS PURCHASE WOOLWORTHS FOOD CAPE TOWN 4196*6917,-199.02,27232.44,True,woolworths food cape town,STMT015,highveld
2,2026-08-30,POS PURCHASE ASTRON ENERGY,-313.58,26918.86,True,astron energy,STMT015,highveld
2,2026-08-31,MONTHLY ACCOUNT FEE,-69.0,26849.86,True,monthly account fee,STMT015,highveld
1,2026-04-01,POS PURCHASE IC WOOLWORTHS FOOD 4863*8288,-529.27,18676.52,True,ic woolworths food,STMT016,protea
1,2026-04-02,CSC SERVICEWORK FORT WORTH 5823*9331,-59.92,18616.6,True,csc servicework fort worth,STMT016,protea
1,2026-04-02,DBT CRD CORNER MART NATC NATCHEZ CAPE TOWN,-254.03,18362.57,True,dbt crd corner mart natc natchez cape town,STMT016,protea
1,2026-04-02,DEBIT ORDER ESKOM 2263*8380 02 APR,-761.47,17601.1,True,eskom,STMT016,protea
1,2026-04-03,ATM FEE 3639*9759,-47.42,17553.68,True,atm fee,STMT016,protea
1,2026-04-03,POS PURCHASE SEATTLE COFFEE MENLYN 5348*3792,-243.21,17310.47,True,seattle coffee menlyn,STMT016,protea
1,2026-04-04,WINCO FOODS BAKERSFIELD CAUS DURBAN 1186*7110,-629.15,16681.32,True,winco foods bakersfield caus durban,STMT016,protea
1,2026-04-05,CARD PURCHASE SP TOADANDCO HTTPSTOADANDCCA 4795*5320,-1148.65,15532.67,True,sp toadandco httpstoadandcca,STMT016,protea
1,2026-04-05,POS PURCHASE FSI CITY TSHWANE ELECTRICITY LOCAL HATFIELD,-275.59,15257.08,True,fsi city tshwane electricity local hatfield,STMT016,protea
1,2026-04-05,MURPHY ATWAL LYNN HAVEN,-676.79,14580.29,True,murphy atwal lynn haven,STMT016,protea
1,2026-04-05,POS PURCHASE SIG SERVICE FEE,-73.9,14506.39,True,sig service fee,STMT016,protea
1,2026-04-06,TOTALENERGIES ROSEBANK 1709*8125,-819.27,13687.12,True,totalenergies rosebank,STMT016,protea
1,2026-04-06,LAVISTA ROAD LAVISTA ROAD FO ROSEBANK,-101.21,13585.91,True,lavista road lavista road fo rosebank,STMT016,protea
1,2026-04-06,INTERNET PMT TO MEDIRITE PHARMACY 5008*8234,-616.68,12969.23,True,medirite pharmacy,STMT016,protea
1,2026-04-07,DEBIT ORDER VIRGIN ACTIVE 07 APR,-200.88,12768.35,True,virgin active,STMT016,protea
1,2026-04-08,CARD PURCHASE FAMILY SOWETO,-397.76,12370.59,True,family soweto,STMT016,protea
1,2026-04-09,POS PURCHASE SHOPRITE ADAMSVILLE 4112*2387,-679.23,11691.36,True,shoprite adamsville,STMT016,protea
1,2026-04-10,CARD PURCHASE ZAPATA FOOD LOVERS MARKET LLC 1423*1363,-181.24,11510.12,True,zapata food lovers market llc,STMT016,protea
1,2026-04-10,MEDIRITE PHARMACY POLOKWANE 7130*3581 10 APR,-771.78,10738.34,True,medirite pharmacy polokwane,STMT016,protea
1,2026-04-10,POS PURCHASE PAYPAL STEAM GAMES BLOEMFONTEIN 6556*5484,-651.23,10087.11,True,paypal steam games bloemfontein,STMT016,protea
1,2026-04-11,POS PURCHASE SPUR,-42.33,10044.78,True,spur,STMT016,protea
1,2026-04-12,POS PURCHASE DEBONAIRS PIZZA MC GREGOR DELIA SOTO 8259*8439,-72.07,9972.71,True,debonairs pizza mc gregor delia soto,STMT016,protea
1,2026-04-12,CARD PURCHASE DBT RAISING CANES,-158.24,9814.47,True,dbt raising canes,STMT016,protea
1,2026-04-12,POS PURCHASE MUGG BEAN,-221.45,9593.02,True,mugg bean,STMT016,protea
1,2026-04-13,POS PURCHASE DBT CRD GEICO AUTO,-944.93,8648.09,True,dbt crd geico auto,STMT016,protea
1,2026-04-13,PUFFGOPUFF,-175.15,8472.94,True,puffgopuff,STMT016,protea
1,2026-04-14,POS PURCHASE WOOLWORTHS FOOD WEST PALM BEAFL CENTURION 14 APR,-1040.79,7432.15,True,woolworths food west palm beafl centurion,STMT016,protea
1,2026-04-15,POS PURCHASE COURTESY PAY FEE 1234*5260 15 APR,-249.45,7182.7,True,courtesy pay fee,STMT016,protea
1,2026-04-15,POS PURCHASE AMPATH LAB CONSULTATION 5279*9978,-149.56,7033.14,True,ampath lab consultation,STMT016,protea
1,2026-04-17,POS PURCHASE KRISPY KREME MORRISTOWN,-99.88,6933.26,True,krispy kreme morristown,STMT016,protea
1,2026-04-17,POS PURCHASE EL TIGRE 5257*3695 17 APR,-617.15,6316.11,True,el tigre,STMT016,protea
1,2026-04-18,CARD PURCHASE IAL CAR WASH FARMINGTON,-147.77,6168.34,True,ial car wash farmington,STMT016,protea
1,2026-04-19,POS PURCHASE CENTS STORES MIDRAND 19 APR,-133.98,6034.36,True,cents stores midrand,STMT016,protea
1,2026-04-20,POS PURCHASE MONTHLY SERVICE CHARGE VR BLOEMFONTEIN 2329*5672 20 APR,-141.44,5892.92,True,monthly service charge vr bloemfontein,STMT016,protea
1,2026-04-21,POS PURCHASE ATM FEE PRETORIA 4404*8537,-47.42,5845.5,True,atm fee pretoria,STMT016,protea
2,2026-04-21,POS PURCHASE SHOPRITE SUP,-282.87,5562.63,True,shoprite sup,STMT016,protea
2,2026-04-22,POS PURCHASE MICROSOFT 3077*3731,-158.33,5404.3,True,microsoft,STMT016,protea
2,2026-04-22,POS PURCHASE COSTCO WHSE EUGENE DURBAN 22 APR,-55.75,5348.55,True,costco whse eugene durban,STMT016,protea
2,2026-04-23,MUGG BEAN BLOEMFONTEIN 4745*8686,-138.21,5210.34,True,mugg bean bloemfontein,STMT016,protea
2,2026-04-24,MICROSOFT MICROSOF MSBILL INFO 6089*8533,-172.18,5038.16,True,microsoft microsof msbill info,STMT016,protea
2,2026-04-25,CARD PURCHASE APPLETON 8141*5970,-106.33,4931.83,True,appleton,STMT016,protea
2,2026-04-25,SALARY BAOBAB CONSULTING,39400.0,44331.83,True,salary baobab consulting,STMT016,protea
2,2026-04-26,TRANSFER TO SAVINGS,-1100.0,43231.83,True,transfer savings,STMT016,protea
2,2026-04-27,POS PURCHASE SHOPRITE GR LAWRENCEVILLE CAPE TOWN 8099*6928 27 APR,-337.01,42894.82,True,shoprite gr lawrenceville cape town,STMT016,protea
2,2026-04-28,POLOKWANE 7726*1683,-34.46,42860.36,True,polokwane,STMT016,protea
2,2026-04-30,MONTHLY ACCOUNT FEE,-65.0,42795.36,True,monthly account fee,STMT016,protea
2,2026-04-30,CARD PURCHASE DD DOORDASH SPAR SOWETO 4964*1063,-709.37,42085.99,True,dd doordash spar soweto,STMT016,protea
2,2026-04-30,POS PURCHASE STARS CHERRY HILL,-276.23,41809.76,True,stars cherry hill,STMT016,protea
2,2026-04-30,POS PURCHASE CHICKEN LICKEN COVINGTON BLOEMFONTEIN 6499*6803,-111.26,41698.5,True,chicken licken covington bloemfontein,STMT016,protea
1,2026-08-01,POS PURCHASE VIDA CAFFE STORE ORLANDO 01 AUG,-99.38,21774.52,True,vida caffe store orlando,STMT017,karoo
1,2026-08-02,CARD PURCHASE ENGEN HUNTINGDON 02 AUG,-920.23,20854.29,True,engen huntingdon,STMT017,karoo
1,2026-08-03,CARD PURCHASE ATM FEE RANDBURG 3457*1181 03 AUG,-47.42,20806.87,True,atm fee randburg,STMT017,karoo
1,2026-08-03,POS PURCHASE ASTRON ENERGY 3168*7030,-1883.96,18922.91,True,astron energy,STMT017,karoo
1,2026-08-04,DEBIT ORDER ASPEN WASTE SYSTEMS JOHANNESBURG,-573.8,18349.11,True,aspen waste systems johannesburg,STMT017,karoo
1,2026-08-04,POS PURCHASE BURLINGTON STORES HIALEAH,-647.83,17701.28,True,burlington stores hialeah,STMT017,karoo
1,2026-08-05,INTERNET PMT TO UNIVERSITY PRETORIA RANDBURG 7845*8154 05 AUG,-3984.15,13717.13,True,university pretoria randburg,STMT017,karoo
1,2026-08-05,CARD PURCHASE NANDOS COUNTRY CLUB,-139.22,13577.91,True,nandos country club,STMT017,karoo
1,2026-08-06,MAGTAPE DEBIT FIRSTENERGY OPCO FE ECHECK 9918*4849 06 AUG,-2988.55,10589.36,True,firstenergy opco fe echeck,STMT017,karoo
1,2026-08-06,POS PURCHASE AMZN MKTP NU AMZN COM BILLWA,-853.63,9735.73,True,amzn mktp nu amzn com billwa,STMT017,karoo
1,2026-08-07,POS PURCHASE VILLAGE MARKET,-124.06,9611.67,True,village market,STMT017,karoo
1,2026-08-08,POS PURCHASE SPAR SUPER CENTER DURHAM PRETORIA 3249*4777 08 AUG,-554.72,9056.95,True,spar super center durham pretoria,STMT017,karoo
1,2026-08-08,POS PURCHASE SPUR HATFIELD,-101.65,8955.3,True,spur hatfield,STMT017,karoo
1,2026-08-11,POS PURCHASE WOOLWORTHS PRETORIA 1966*6181,-2172.16,6783.14,True,woolworths pretoria,STMT017,karoo
1,2026-08-12,POS PURCHASE MONTHLY MAINTENANCE FEE BLOEMFONTEIN,-184.99,6598.15,True,monthly maintenance fee bloemfontein,STMT017,karoo
1,2026-08-12,CARD PURCHASE RISE KINGDOMS PRETORIA 3540*3503,-65.27,6532.88,True,rise kingdoms pretoria,STMT017,karoo
1,2026-08-13,POS PURCHASE SPUR ROSEBANK 8228*1525,-166.11,6366.77,True,spur rosebank,STMT017,karoo
1,2026-08-14,POS PURCHASE SASOL 14 AUG,-284.34,6082.43,True,sasol,STMT017,karoo
1,2026-08-14,PICK PAY COLUMBUS 9484*2891,-424.58,5657.85,True,pick pay columbus,STMT017,karoo
1,2026-08-15,POS PURCHASE NSF RETURN FEE COMBINED INS RETRY NICHOLAS BLOEMFONTEIN,-304.21,5353.64,True,nsf return fee combined ins retry nicholas bloemfontein,STMT017,karoo
1,2026-08-15,POS PURCHASE STEERS SAN DIEGO,-190.82,5162.82,True,steers san diego,STMT017,karoo
1,2026-08-17,SQ SHAKE SHACK CAPE TOWN,-262.69,4900.13,True,sq shake shack cape town,STMT017,karoo
1,2026-08-17,POS PURCHASE CHECKERS BLOEMFONTEIN 8852*1746 17 AUG,-420.1,4480.03,True,checkers bloemfontein,STMT017,karoo
1,2026-08-17,POS PURCHASE ADOBE SYSTEMS 6584*7282 17 AUG,-261.52,4218.51,True,adobe systems,STMT017,karoo
1,2026-08-19,CARD PURCHASE UNIVERSAL CANDY GROCE RANDBURG,-448.76,3769.75,True,universal candy groce randburg,STMT017,karoo
1,2026-08-20,POS PURCHASE MEDIRITE PHARMACY SCRIPT MIDRAND 4806*6587,-515.69,3254.06,True,medirite pharmacy script midrand,STMT017,karoo
1,2026-08-20,CARD PURCHASE PLAYSTATION NETWOR MIDRAND 2182*1140 20 AUG,-167.74,3086.32,True,playstation networ midrand,STMT017,karoo
1,2026-08-21,KRISPY KREME,-53.46,3032.86,True,krispy kreme,STMT017,karoo
1,2026-08-21,POS PURCHASE JACK CENTREVILLE 1244*8707,-90.34,2942.52,True,jack centreville,STMT017,karoo
1,2026-08-21,KRISPY KREME CANTON HATFIELD,-64.27,2878.25,True,krispy kreme canton hatfield,STMT017,karoo
1,2026-08-21,POS PURCHASE VIDA CAFFE 7568*9773 21 AUG,-96.83,2781.42,True,vida caffe,STMT017,karoo
2,2026-08-22,CARD PURCHASE ATM FEE DURBAN 8437*2381,-47.42,2734.0,True,atm fee durban,STMT017,karoo
2,2026-08-24,POS PURCHASE KRISPY KREME HATFIELD 2422*7761,-106.2,2627.8,True,krispy kreme hatfield,STMT017,karoo
2,2026-08-25,SALARY SUNVELD ENGINEERING,25500.0,28127.8,True,salary sunveld engineering,STMT017,karoo
2,2026-08-25,FIRSTENERGY EZPAY WEB,-864.46,27263.34,True,firstenergy ezpay web,STMT017,karoo
2,2026-08-25,SHOPRITE SUPER DAYTON SANDTON 9325*6143 25 AUG,-349.7,26913.64,True,shoprite super dayton sandton,STMT017,karoo
2,2026-08-26,POS PURCHASE MUGG BEAN HATFIELD 3000*6957,-59.38,26854.26,True,mugg bean hatfield,STMT017,karoo
2,2026-08-27,PAYPAL STEAM GAMES 6071*7385,-349.16,26505.1,True,paypal steam games,STMT017,karoo
2,2026-08-27,POS PURCHASE WOOLWORTHS CENTURION 1332*4112,-508.96,25996.14,True,woolworths centurion,STMT017,karoo
2,2026-08-27,KFC KINSTON 6218*2802 27 AUG,-90.44,25905.7,True,kfc kinston,STMT017,karoo
2,2026-08-28,POS PURCHASE SASOL,-575.04,25330.66,True,sasol,STMT017,karoo
2,2026-08-28,CARD PURCHASE STERLING SANDTON 28 AUG,-204.94,25125.72,True,sterling sandton,STMT017,karoo
2,2026-08-28,POS PURCHASE SPROUTS FARMER SPROUTS FARMERS OAKLAND SOWETO 28 AUG,-815.75,24309.97,True,sprouts farmer sprouts farmers oakland soweto,STMT017,karoo
2,2026-08-31,MONTHLY ACCOUNT FEE,-69.0,24240.97,True,monthly account fee,STMT017,karoo
2,2026-08-31,CARD PURCHASE CHECKERS COM JOHANNESBURG 1815*2660 31 AUG,-254.03,23986.94,True,checkers com johannesburg,STMT017,karoo
2,2026-08-31,CARD PURCHASE BP 6332*1426 31 AUG,-802.97,23183.97,True,bp,STMT017,karoo
1,2026-09-01,INTERNET PMT TO CELL 3173*4017,-779.31,21069.78,True,cell,STMT018,highveld
1,2026-09-02,POS PURCHASE NANDOS MIDDLEBURG MENLYN 02 SEP,-254.25,20815.53,True,nandos middleburg menlyn,STMT018,highveld
1,2026-09-03,EFT PAYMENT MEDIRITE PHARMACY 2573*8327,-349.29,20466.24,True,medirite pharmacy,STMT018,highveld
1,2026-09-03,BP 2670*3916 03 SEP,-437.57,20028.67,True,bp,STMT018,highveld
1,2026-09-03,DEBIT ORDER SCHOOL FEES DEPT EDUC TEXTBOOKS 4324*3642,-1282.85,18745.82,True,school fees dept educ textbooks,STMT018,highveld
1,2026-09-03,ASTRON ENERGY BUEN LAKE BUENA VI PRETORIA 3657*4010,-796.79,17949.03,True,astron energy buen lake buena vi pretoria,STMT018,highveld
1,2026-09-04,MEDIRITE PHARMACY MEMBERSHIP SOWETO 9189*7922,-1670.75,16278.28,True,medirite pharmacy membership soweto,STMT018,highveld
1,2026-09-04,ASTRON ENERGY TON BLOEMFONTEIN 4103*4809 04 SEP,-206.79,16071.49,True,astron energy ton bloemfontein,STMT018,highveld
1,2026-09-05,CARD PURCHASE ATM FEE 05 SEP,-96.96,15974.53,True,atm fee,STMT018,highveld
1,2026-09-06,UBER EATS WENDYS 8665*3711 06 SEP,-192.07,15782.46,True,uber eats wendys,STMT018,highveld
1,2026-09-06,POS PURCHASE SPAR SUPER CENTER APPLETON,-524.95,15257.51,True,spar super center appleton,STMT018,highveld
1,2026-09-07,DEBIT ORDER MEDIRITE PHARMACY POLOKWANE 07 SEP,-113.82,15143.69,True,medirite pharmacy polokwane,STMT018,highveld
1,2026-09-07,POS PURCHASE ML PLUS MEMBRSHP MONEYLION FA BD,-125.66,15018.03,True,ml plus membrshp moneylion fa bd,STMT018,highveld
1,2026-09-07,POS PURCHASE SASOL 1324*1625,-278.63,14739.4,True,sasol,STMT018,highveld
1,2026-09-08,CARD PURCHASE BP PRETORIA 6841*8184 08 SEP,-522.29,14217.11,True,bp pretoria,STMT018,highveld
1,2026-09-10,POS PURCHASE AVA 1127*8619,-288.0,13929.11,True,ava,STMT018,highveld
1,2026-09-12,POS PURCHASE JOHANNESBURG WATER PAYMEN,-102.25,13826.86,True,johannesburg water paymen,STMT018,highveld
1,2026-09-12,POS PURCHASE CALWATER WEB PAY JOHANNESBURG,-571.87,13254.99,True,calwater web pay johannesburg,STMT018,highveld
1,2026-09-12,CARD PURCHASE WAL BOXER BRIDGEVIEW,-345.09,12909.9,True,wal boxer bridgeview,STMT018,highveld
1,2026-09-12,POS PURCHASE SHELL TUSCALOOSA ROSEBANK 12 SEP,-1091.33,11818.57,True,shell tuscaloosa rosebank,STMT018,highveld
1,2026-09-12,POS PURCHASE ESKOM FIBRE,-1333.85,10484.72,True,eskom fibre,STMT018,highveld
1,2026-09-14,POS PURCHASE CULVERS LUDINGTON 4348*4908,-236.21,10248.51,True,culvers ludington,STMT018,highveld
1,2026-09-14,POS PURCHASE KFC,-54.82,10193.69,True,kfc,STMT018,highveld
1,2026-09-14,CHECKERS COM JOHANNESBURG,-1378.37,8815.32,True,checkers com johannesburg,STMT018,highveld
1,2026-09-15,POS PURCHASE KFC FULTONDALE 15 SEP,-359.2,8456.12,True,kfc fultondale,STMT018,highveld
1,2026-09-15,POS PURCHASE SASOL SPRINGFIELD 4888*6661 15 SEP,-452.24,8003.88,True,sasol springfield,STMT018,highveld
1,2026-09-16,CARD PURCHASE PUBLIX OCOEE PRETORIA 6943*5402,-118.95,7884.93,True,publix ocoee pretoria,STMT018,highveld
1,2026-09-17,ATM FEE DURBAN 5074*3917 17 SEP,-96.96,7787.97,True,atm fee durban,STMT018,highveld
1,2026-09-17,POS PURCHASE MUGG BEAN MENLYN 5457*4674,-119.16,7668.81,True,mugg bean menlyn,STMT018,highveld
1,2026-09-18,POS PURCHASE ENGEN SERVICE SERVICE STA LONG BEACH 9521*1526,-547.36,7121.45,True,engen service service sta long beach,STMT018,highveld
1,2026-09-19,POS PURCHASE ENGEN 8934*7690,-763.21,6358.24,True,engen,STMT018,highveld
1,2026-09-20,STOP SHOP,-572.15,5786.09,True,stop shop,STMT018,highveld
1,2026-09-21,CARD PURCHASE BOONE COUNTY WATER DST 8646*3795,-333.41,5452.68,True,boone county water dst,STMT018,highveld
1,2026-09-22,LK WITHDRWL CONVEN CENTURION FEE 2740*4818,-73.9,5378.78,True,lk withdrwl conven centurion fee,STMT018,highveld
2,2026-09-25,POS PURCHASE ROYAL FARMS ROYAL FARMS POLOKWANE,-160.72,5218.06,True,royal farms royal farms polokwane,STMT018,highveld
2,2026-09-25,SALARY BAOBAB CONSULTING,44200.0,49418.06,True,salary baobab consulting,STMT018,highveld
2,2026-09-26,TRANSFER TO SAVINGS,-2800.0,46618.06,True,transfer savings,STMT018,highveld
2,2026-09-26,POS PURCHASE FOOD 4562*4636,-728.66,45889.4,True,food,STMT018,highveld
2,2026-09-27,POS PURCHASE PICK PAY SUPER PEKIN ROSEBANK 5601*8320,-803.9,45085.5,True,pick pay super pekin rosebank,STMT018,highveld
2,2026-09-28,POS PURCHASE GRID 5914*1557,-264.9,44820.6,True,grid,STMT018,highveld
2,2026-09-28,POS PURCHASE ROAD TRAC RO 4600*5910 28 SEP,-142.19,44678.41,True,road trac ro,STMT018,highveld
2,2026-09-29,POS PURCHASE CARLS JR SANTA PAULA POLOKWANE 1687*9184 29 SEP,-184.93,44493.48,True,carls jr santa paula polokwane,STMT018,highveld
2,2026-09-29,ASTRON ENERGY SAGIN LANSING POLOKWANE 7433*1418,-657.16,43836.32,True,astron energy sagin lansing polokwane,STMT018,highveld
2,2026-09-30,MONTHLY ACCOUNT FEE,-75.0,43761.32,True,monthly account fee,STMT018,highveld
2,2026-09-30,POS PURCHASE PLAZA BAGELS DELI CLIFTON ROSEBANK 4807*8560 30 SEP,-97.3,43664.02,True,plaza bagels deli clifton rosebank,STMT018,highveld
1,2026-08-01,POS PURCHASE WOOLWORTHS COM PARKWAYDATE 1473*4446,-148.68,30904.25,True,woolworths com parkwaydate,STMT019,protea
1,2026-08-01,SCHOOL FEES DEPT EDUC TEXTBOOKS 6305*8417,-742.74,30161.51,True,school fees dept educ textbooks,STMT019,protea
1,2026-08-01,INTERNET PMT TO ACI POWER LIG 1366*9068 01 AUG,-1909.89,28251.62,True,aci power lig,STMT019,protea
1,2026-08-02,DEBIT ORDER ESKOM 7859*6308,-3428.8,24822.82,True,eskom,STMT019,protea
1,2026-08-02,MAGTAPE DEBIT EKURHULENI ELECTRICITY DUKE PYMNT,-1688.53,23134.29,True,ekurhuleni electricity duke pymnt,STMT019,protea
1,2026-08-03,CARD PURCHASE CHECKERS 5419*5839,-1224.48,21909.81,True,checkers,STMT019,protea
1,2026-08-03,POS PURCHASE RAISING CANES CAPE TOWN 03 AUG,-172.86,21736.95,True,raising canes cape town,STMT019,protea
1,2026-08-03,MAGTAPE DEBIT AMPATH LAB 7949*9458,-1797.51,19939.44,True,ampath lab,STMT019,protea
1,2026-08-03,MURPHY ATWALMART BLOEMFONTEIN DATE 1838*6529,-1055.16,18884.28,True,murphy atwalmart bloemfontein date,STMT019,protea
1,2026-08-04,ASTRON ENERGY 9053*1921 04 AUG,-270.95,18613.33,True,astron energy,STMT019,protea
1,2026-08-05,CARD PURCHASE AMZN MKTP TA AMZN COM PRETORIA,-692.17,17921.16,True,amzn mktp ta amzn com pretoria,STMT019,protea
1,2026-08-06,SPOTIFY 06 AUG,-160.98,17760.18,True,spotify,STMT019,protea
